GO:0000001	mitochondrion inheritance
GO:0001217	DNA-binding transcription repressor activity
GO:0001221	transcription cofactor binding
GO:0001222	transcription corepressor binding
GO:0001223	transcription coactivator binding
GO:0001224	RNA polymerase II transcription cofactor binding
GO:0001225	RNA polymerase II transcription coactivator binding
GO:0001226	RNA polymerase II transcription corepressor binding
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0001300	chronological cell aging
GO:0001301	progressive alteration of chromatin involved in cell aging
GO:0001302	replicative cell aging
GO:0001304	progressive alteration of chromatin involved in replicative cell aging
GO:0001306	age-dependent response to oxidative stress
GO:0001308	negative regulation of chromatin silencing involved in replicative cell aging
GO:0001315	age-dependent response to reactive oxygen species
GO:0001316	age-dependent response to reactive oxygen species involved in replicative cell aging
GO:0001317	accumulation of oxidatively modified proteins involved in replicative cell aging
GO:0001319	inheritance of oxidatively modified proteins involved in replicative cell aging
GO:0001320	age-dependent response to reactive oxygen species involved in chronological cell aging
GO:0001321	age-dependent general metabolic decline involved in replicative cell aging
GO:0001322	age-dependent response to oxidative stress involved in replicative cell aging
GO:0001323	age-dependent general metabolic decline involved in chronological cell aging
GO:0001324	age-dependent response to oxidative stress involved in chronological cell aging
GO:0001325	formation of extrachromosomal circular DNA
GO:0001400	mating projection base
GO:0001401	SAM complex
GO:0001402	signal transduction involved in filamentous growth
GO:0001403	invasive growth in response to glucose limitation
GO:0001405	PAM complex, Tim23 associated import motor
GO:0001406	glycerophosphodiester transmembrane transporter activity
GO:0001407	glycerophosphodiester transmembrane transport
GO:0001408	guanine nucleotide transport
GO:0001409	guanine nucleotide transmembrane transporter activity
GO:0001411	hyphal tip
GO:0001501	skeletal system development
GO:0001502	cartilage condensation
GO:0001503	ossification
GO:0001504	neurotransmitter uptake
GO:0001505	regulation of neurotransmitter levels
GO:0001507	acetylcholine catabolic process in synaptic cleft
GO:0001508	action potential
GO:0001510	RNA methylation
GO:0001512	dihydronicotinamide riboside quinone reductase activity
GO:0001514	selenocysteine incorporation
GO:0001515	opioid peptide activity
GO:0001516	prostaglandin biosynthetic process
GO:0001517	N-acetylglucosamine 6-O-sulfotransferase activity
GO:0001518	voltage-gated sodium channel complex
GO:0001519	peptide amidation
GO:0001520	outer dense fiber
GO:0001522	pseudouridine synthesis
GO:0001523	retinoid metabolic process
GO:0001525	angiogenesis
GO:0001527	microfibril
GO:0001530	lipopolysaccharide binding
GO:0001533	cornified envelope
GO:0001534	radial spoke
GO:0001537	N-acetylgalactosamine 4-O-sulfotransferase activity
GO:0001539	cilium or flagellum-dependent cell motility
GO:0001540	amyloid-beta binding
GO:0001541	ovarian follicle development
GO:0001542	ovulation from ovarian follicle
GO:0001543	ovarian follicle rupture
GO:0001544	initiation of primordial ovarian follicle growth
GO:0001545	primary ovarian follicle growth
GO:0001546	preantral ovarian follicle growth
GO:0001547	antral ovarian follicle growth
GO:0001550	ovarian cumulus expansion
GO:0001552	ovarian follicle atresia
GO:0001553	luteinization
GO:0001554	luteolysis
GO:0001555	oocyte growth
GO:0001556	oocyte maturation
GO:0001558	regulation of cell growth
GO:0001560	regulation of cell growth by extracellular stimulus
GO:0001561	fatty acid alpha-oxidation
GO:0001562	response to protozoan
GO:0001565	phorbol ester receptor activity
GO:0001567	cholesterol 25-hydroxylase activity
GO:0001568	blood vessel development
GO:0001569	branching involved in blood vessel morphogenesis
GO:0001570	vasculogenesis
GO:0001571	non-tyrosine kinase fibroblast growth factor receptor activity
GO:0001572	lactosylceramide biosynthetic process
GO:0001573	ganglioside metabolic process
GO:0001574	ganglioside biosynthetic process
GO:0001575	globoside metabolic process
GO:0001576	globoside biosynthetic process
GO:0001578	microtubule bundle formation
GO:0001579	medium-chain fatty acid transport
GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste
GO:0001581	detection of chemical stimulus involved in sensory perception of sour taste
GO:0001582	detection of chemical stimulus involved in sensory perception of sweet taste
GO:0001583	detection of chemical stimulus involved in sensory perception of salty taste
GO:0001587	Gq/11-coupled serotonin receptor activity
GO:0001588	dopamine neurotransmitter receptor activity, coupled via Gs
GO:0001591	dopamine neurotransmitter receptor activity, coupled via Gi/Go
GO:0001594	trace-amine receptor activity
GO:0001595	angiotensin receptor activity
GO:0001596	angiotensin type I receptor activity
GO:0001601	peptide YY receptor activity
GO:0001602	pancreatic polypeptide receptor activity
GO:0001604	urotensin II receptor activity
GO:0001605	adrenomedullin receptor activity
GO:0001607	neuromedin U receptor activity
GO:0001608	G protein-coupled nucleotide receptor activity
GO:0001609	G protein-coupled adenosine receptor activity
GO:0001614	purinergic nucleotide receptor activity
GO:0001616	growth hormone secretagogue receptor activity
GO:0001618	virus receptor activity
GO:0001621	ADP receptor activity
GO:0001626	nociceptin receptor activity
GO:0001631	cysteinyl leukotriene receptor activity
GO:0001632	leukotriene B4 receptor activity
GO:0001635	calcitonin gene-related peptide receptor activity
GO:0001637	G protein-coupled chemoattractant receptor activity
GO:0001640	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity
GO:0001641	group II metabotropic glutamate receptor activity
GO:0001642	group III metabotropic glutamate receptor activity
GO:0001646	cAMP receptor activity
GO:0001648	proteinase activated receptor activity
GO:0001649	osteoblast differentiation
GO:0001650	fibrillar center
GO:0001651	dense fibrillar component
GO:0001652	granular component
GO:0001653	peptide receptor activity
GO:0001654	eye development
GO:0001655	urogenital system development
GO:0001656	metanephros development
GO:0001657	ureteric bud development
GO:0001658	branching involved in ureteric bud morphogenesis
GO:0001659	temperature homeostasis
GO:0001660	fever generation
GO:0001661	conditioned taste aversion
GO:0001662	behavioral fear response
GO:0001664	G protein-coupled receptor binding
GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity
GO:0001666	response to hypoxia
GO:0001667	ameboidal-type cell migration
GO:0001669	acrosomal vesicle
GO:0001671	ATPase activator activity
GO:0001672	regulation of chromatin assembly or disassembly
GO:0001673	male germ cell nucleus
GO:0001674	female germ cell nucleus
GO:0001675	acrosome assembly
GO:0001676	long-chain fatty acid metabolic process
GO:0001678	cellular glucose homeostasis
GO:0001680	tRNA 3'-terminal CCA addition
GO:0001681	sialate O-acetylesterase activity
GO:0001682	tRNA 5'-leader removal
GO:0001691	pseudophosphatase activity
GO:0001692	histamine metabolic process
GO:0001694	histamine biosynthetic process
GO:0001695	histamine catabolic process
GO:0001696	gastric acid secretion
GO:0001697	histamine-induced gastric acid secretion
GO:0001698	gastrin-induced gastric acid secretion
GO:0001700	embryonic development via the syncytial blastoderm
GO:0001701	in utero embryonic development
GO:0001702	gastrulation with mouth forming second
GO:0001703	gastrulation with mouth forming first
GO:0001704	formation of primary germ layer
GO:0001705	ectoderm formation
GO:0001706	endoderm formation
GO:0001707	mesoderm formation
GO:0001708	cell fate specification
GO:0001709	cell fate determination
GO:0001710	mesodermal cell fate commitment
GO:0001711	endodermal cell fate commitment
GO:0001712	ectodermal cell fate commitment
GO:0001713	ectodermal cell fate determination
GO:0001714	endodermal cell fate specification
GO:0001715	ectodermal cell fate specification
GO:0001716	L-amino-acid oxidase activity
GO:0001725	stress fiber
GO:0001726	ruffle
GO:0001727	lipid kinase activity
GO:0001729	ceramide kinase activity
GO:0001730	2'-5'-oligoadenylate synthetase activity
GO:0001731	formation of translation preinitiation complex
GO:0001732	formation of cytoplasmic translation initiation complex
GO:0001733	galactosylceramide sulfotransferase activity
GO:0001734	mRNA (N6-adenosine)-methyltransferase activity
GO:0001735	prenylcysteine oxidase activity
GO:0001736	establishment of planar polarity
GO:0001737	establishment of imaginal disc-derived wing hair orientation
GO:0001738	morphogenesis of a polarized epithelium
GO:0001739	sex chromatin
GO:0001740	Barr body
GO:0001741	XY body
GO:0001742	oenocyte differentiation
GO:0001743	optic placode formation
GO:0001744	optic lobe placode formation
GO:0001745	compound eye morphogenesis
GO:0001746	Bolwig's organ morphogenesis
GO:0001748	optic lobe placode development
GO:0001750	photoreceptor outer segment
GO:0001751	compound eye photoreceptor cell differentiation
GO:0001752	compound eye photoreceptor fate commitment
GO:0001754	eye photoreceptor cell differentiation
GO:0001755	neural crest cell migration
GO:0001756	somitogenesis
GO:0001757	somite specification
GO:0001758	retinal dehydrogenase activity
GO:0001759	organ induction
GO:0001760	aminocarboxymuconate-semialdehyde decarboxylase activity
GO:0001761	beta-alanine transmembrane transporter activity
GO:0001762	beta-alanine transport
GO:0001763	morphogenesis of a branching structure
GO:0001764	neuron migration
GO:0001765	membrane raft assembly
GO:0001767	establishment of lymphocyte polarity
GO:0001768	establishment of T cell polarity
GO:0001771	immunological synapse formation
GO:0001772	immunological synapse
GO:0001773	myeloid dendritic cell activation
GO:0001774	microglial cell activation
GO:0001775	cell activation
GO:0001776	leukocyte homeostasis
GO:0001777	T cell homeostatic proliferation
GO:0001778	plasma membrane repair
GO:0001779	natural killer cell differentiation
GO:0001780	neutrophil homeostasis
GO:0001781	neutrophil apoptotic process
GO:0001782	B cell homeostasis
GO:0001783	B cell apoptotic process
GO:0001784	phosphotyrosine residue binding
GO:0001785	prostaglandin J receptor activity
GO:0001786	phosphatidylserine binding
GO:0001787	natural killer cell proliferation
GO:0001788	antibody-dependent cellular cytotoxicity
GO:0001791	IgM binding
GO:0001792	polymeric immunoglobulin receptor activity
GO:0001794	type IIa hypersensitivity
GO:0001796	regulation of type IIa hypersensitivity
GO:0001797	negative regulation of type IIa hypersensitivity
GO:0001798	positive regulation of type IIa hypersensitivity
GO:0001803	regulation of type III hypersensitivity
GO:0001805	positive regulation of type III hypersensitivity
GO:0001806	type IV hypersensitivity
GO:0001807	regulation of type IV hypersensitivity
GO:0001808	negative regulation of type IV hypersensitivity
GO:0001809	positive regulation of type IV hypersensitivity
GO:0001810	regulation of type I hypersensitivity
GO:0001811	negative regulation of type I hypersensitivity
GO:0001812	positive regulation of type I hypersensitivity
GO:0001813	regulation of antibody-dependent cellular cytotoxicity
GO:0001814	negative regulation of antibody-dependent cellular cytotoxicity
GO:0001815	positive regulation of antibody-dependent cellular cytotoxicity
GO:0001816	cytokine production
GO:0001817	regulation of cytokine production
GO:0001818	negative regulation of cytokine production
GO:0001819	positive regulation of cytokine production
GO:0001820	serotonin secretion
GO:0001821	histamine secretion
GO:0001822	kidney development
GO:0001823	mesonephros development
GO:0001824	blastocyst development
GO:0001825	blastocyst formation
GO:0001826	inner cell mass cell differentiation
GO:0001827	inner cell mass cell fate commitment
GO:0001828	inner cell mass cellular morphogenesis
GO:0001829	trophectodermal cell differentiation
GO:0001831	trophectodermal cellular morphogenesis
GO:0001832	blastocyst growth
GO:0001833	inner cell mass cell proliferation
GO:0001834	trophectodermal cell proliferation
GO:0001835	blastocyst hatching
GO:0001836	release of cytochrome c from mitochondria
GO:0001837	epithelial to mesenchymal transition
GO:0001838	embryonic epithelial tube formation
GO:0001839	neural plate morphogenesis
GO:0001840	neural plate development
GO:0001841	neural tube formation
GO:0001842	neural fold formation
GO:0001843	neural tube closure
GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
GO:0001845	phagolysosome assembly
GO:0001846	opsonin binding
GO:0001847	opsonin receptor activity
GO:0001848	complement binding
GO:0001849	complement component C1q binding
GO:0001850	complement component C3a binding
GO:0001851	complement component C3b binding
GO:0001855	complement component C4b binding
GO:0001856	complement component C5a binding
GO:0001861	complement component C4b receptor activity
GO:0001864	pentraxin binding
GO:0001865	NK T cell differentiation
GO:0001866	NK T cell proliferation
GO:0001867	complement activation, lectin pathway
GO:0001868	regulation of complement activation, lectin pathway
GO:0001869	negative regulation of complement activation, lectin pathway
GO:0001872	(1->3)-beta-D-glucan binding
GO:0001875	lipopolysaccharide receptor activity
GO:0001878	response to yeast
GO:0001880	Mullerian duct regression
GO:0001881	receptor recycling
GO:0001882	nucleoside binding
GO:0001883	purine nucleoside binding
GO:0001885	endothelial cell development
GO:0001886	endothelial cell morphogenesis
GO:0001887	selenium compound metabolic process
GO:0001888	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity
GO:0001889	liver development
GO:0001890	placenta development
GO:0001891	phagocytic cup
GO:0001892	embryonic placenta development
GO:0001893	maternal placenta development
